"","X","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y","st_no","grid"
"572",572,"otways","U074x2017","U074",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.59851902,143.428794,"Dry Forests",0,711511.063089931,5724976.94175585,NA,"North_2017"
"573",573,"otways","U074x2018","U074",1,1,0,0,"2018-07-11","2018-09-19",70,2018,-38.59851902,143.428794,"Dry Forests",0,711511.063089931,5724976.94175585,NA,"North_2018"
"574",574,"otways","U074x2019","U074",0,0,0,0,"2019-06-18","2019-09-15",89,2019,-38.59851902,143.428794,"Dry Forests",0,711511.063089931,5724976.94175585,NA,"North_2019"
"575",575,"otways","U075x2017","U075",0,0,0,0,"2017-07-11","2017-08-31",51,2017,-38.60401101,143.432695,"Wet or Damp Forests",0,711834.670394885,5724358.41063001,NA,"North_2017"
"576",576,"otways","U075x2018","U075",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.60401101,143.432695,"Wet or Damp Forests",0,711834.670394885,5724358.41063001,NA,"North_2018"
"577",577,"otways","U075x2019","U075",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60401101,143.432695,"Wet or Damp Forests",0,711834.670394885,5724358.41063001,NA,"North_2019"
"578",578,"otways","U080x2017","U080",0,1,0,0,"2017-07-05","2017-08-31",57,2017,-38.63076696,143.451215,"Wet or Damp Forests",0,713368.239343622,5721345.94596508,NA,"North_2017"
"579",579,"otways","U080x2018","U080",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.63076696,143.451215,"Wet or Damp Forests",0,713368.239343622,5721345.94596508,NA,"North_2018"
"580",580,"otways","U080x2019","U080",0,0,0,0,"2019-06-20","2019-09-13",85,2019,-38.63076696,143.451215,"Wet or Damp Forests",0,713368.239343622,5721345.94596508,NA,"North_2019"
"581",581,"otways","U081x2017","U081",1,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.58973302,143.433468,"Dry Forests",0,711944.002726675,5725941.2799768,NA,"North_2017"
"582",582,"otways","U081x2018","U081",0,1,0,0,"2018-07-11","2018-09-19",70,2018,-38.58973302,143.433468,"Dry Forests",0,711944.002726675,5725941.2799768,NA,"North_2018"
"583",583,"otways","U081x2019","U081",0,1,0,0,"2019-06-18","2019-07-03",15,2019,-38.58973302,143.433468,"Dry Forests",0,711944.002726675,5725941.2799768,NA,"North_2019"
"584",584,"otways","U082x2017","U082",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.59445002,143.43702,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712239.509312372,5725409.55245356,NA,"North_2017"
"585",585,"otways","U082x2018","U082",0,0,0,0,"2018-07-11","2018-09-19",70,2018,-38.59445002,143.43702,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712239.509312372,5725409.55245356,NA,"North_2018"
"586",586,"otways","U083x2017","U083",0,0,0,0,"2017-07-09","2017-08-31",53,2017,-38.60131321,143.440892,"Wet or Damp Forests",0,712556.509973056,5724638.87381441,NA,"North_2017"
"587",587,"otways","U083x2018","U083",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.60131321,143.440892,"Wet or Damp Forests",0,712556.509973056,5724638.87381441,NA,"North_2018"
"588",588,"otways","U083x2019","U083",1,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60131321,143.440892,"Wet or Damp Forests",0,712556.509973056,5724638.87381441,NA,"North_2019"
"589",589,"otways","U084x2017","U084",0,1,0,0,"2017-07-09","2017-08-31",53,2017,-38.60601797,143.443544,"Wet or Damp Forests",0,712773.578497311,5724110.56481616,NA,"North_2017"
"590",590,"otways","U084x2018","U084",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.60601797,143.443544,"Wet or Damp Forests",0,712773.578497311,5724110.56481616,NA,"North_2018"
"591",591,"otways","U084x2019","U084",0,1,0,0,"2019-06-19","2019-09-13",86,2019,-38.60601797,143.443544,"Wet or Damp Forests",0,712773.578497311,5724110.56481616,NA,"North_2019"
"592",592,"otways","U085x2017","U085",0,0,0,0,"2017-07-09","2017-08-31",53,2017,-38.61261604,143.447835,"Wet or Damp Forests",0,713127.737102497,5723368.31068325,NA,"North_2017"
"593",593,"otways","U085x2018","U085",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.61261604,143.447835,"Wet or Damp Forests",0,713127.737102497,5723368.31068325,NA,"North_2018"
"594",594,"otways","U085x2019","U085",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.61261604,143.447835,"Wet or Damp Forests",0,713127.737102497,5723368.31068325,NA,"North_2019"
"595",595,"otways","U086x2017","U086",0,0,0,0,"2017-07-09","2017-08-31",53,2017,-38.618377,143.454488,"Wet or Damp Forests",0,713689.973673303,5722713.44558069,NA,"North_2017"
"596",596,"otways","U086x2018","U086",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.618377,143.454488,"Wet or Damp Forests",0,713689.973673303,5722713.44558069,NA,"North_2018"
"597",597,"otways","U086x2019","U086",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.618377,143.454488,"Wet or Damp Forests",0,713689.973673303,5722713.44558069,NA,"North_2019"
"598",598,"otways","U087x2017","U087",0,1,0,0,"2017-07-05","2017-08-31",57,2017,-38.62440401,143.453268,"Wet or Damp Forests",0,713565.856706517,5722047.36985394,NA,"North_2017"
"599",599,"otways","U087x2018","U087",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.62440401,143.453268,"Wet or Damp Forests",0,713565.856706517,5722047.36985394,NA,"North_2018"
"600",600,"otways","U087x2019","U087",0,1,0,0,"2019-06-19","2019-09-13",86,2019,-38.62440401,143.453268,"Wet or Damp Forests",0,713565.856706517,5722047.36985394,NA,"North_2019"
"601",601,"otways","U088x2017","U088",0,0,0,0,"2017-07-05","2017-08-31",57,2017,-38.62961504,143.45639,"Wet or Damp Forests",0,713822.187208102,5721461.74080726,NA,"North_2017"
"602",602,"otways","U088x2018","U088",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.62961504,143.45639,"Wet or Damp Forests",0,713822.187208102,5721461.74080726,NA,"North_2018"
"603",603,"otways","U088x2019","U088",1,1,0,0,"2019-06-20","2019-09-13",85,2019,-38.62961504,143.45639,"Wet or Damp Forests",0,713822.187208102,5721461.74080726,NA,"North_2019"
"604",604,"otways","U089x2017","U089",0,0,0,0,"2017-07-06","2017-09-02",58,2017,-38.588348,143.43969,"Wet or Damp Forests",0,712490.068955209,5726080.61253744,NA,"North_2017"
"605",605,"otways","U089x2018","U089",0,1,0,0,"2018-07-11","2018-09-19",70,2018,-38.588348,143.43969,"Wet or Damp Forests",0,712490.068955209,5726080.61253744,NA,"North_2018"
"606",606,"otways","U089x2019","U089",1,0,0,0,"2019-06-18","2019-09-15",89,2019,-38.588348,143.43969,"Wet or Damp Forests",0,712490.068955209,5726080.61253744,NA,"North_2019"
"607",607,"otways","U090x2017","U090",0,1,0,0,"2017-07-06","2017-09-02",58,2017,-38.593109,143.443589,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712815.641549146,5725543.17575632,NA,"North_2017"
"608",608,"otways","U090x2018","U090",1,0,0,0,"2018-07-11","2018-09-19",70,2018,-38.593109,143.443589,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712815.641549146,5725543.17575632,NA,"North_2018"
"609",609,"otways","U090x2019","U090",1,1,0,0,"2019-06-18","2019-09-15",89,2019,-38.593109,143.443589,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712815.641549146,5725543.17575632,NA,"North_2019"
"610",610,"otways","U093x2017","U093",0,1,0,0,"2017-07-05","2017-08-31",57,2017,-38.61139102,143.454183,"Wet or Damp Forests",0,713684.155645907,5723489.50523055,NA,"North_2017"
"611",611,"otways","U093x2018","U093",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.61139102,143.454183,"Wet or Damp Forests",0,713684.155645907,5723489.50523055,NA,"North_2018"
"612",612,"otways","U093x2019","U093",0,1,0,0,"2019-06-19","2019-09-13",86,2019,-38.61139102,143.454183,"Wet or Damp Forests",0,713684.155645907,5723489.50523055,NA,"North_2019"
"613",613,"otways","U094x2017","U094",0,0,0,0,"2017-07-05","2017-08-31",57,2017,-38.61528097,143.45615,"Wet or Damp Forests",0,713843.887583743,5723053.19024756,NA,"North_2017"
"614",614,"otways","U094x2018","U094",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.61528097,143.45615,"Wet or Damp Forests",0,713843.887583743,5723053.19024756,NA,"North_2018"
"615",615,"otways","U094x2019","U094",1,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.61528097,143.45615,"Wet or Damp Forests",0,713843.887583743,5723053.19024756,NA,"North_2019"
"616",616,"otways","U095x2017","U095",0,1,0,0,"2017-07-05","2017-08-31",57,2017,-38.62091303,143.45691,"Wet or Damp Forests",0,713893.326176058,5722426.33542043,NA,"North_2017"
"617",617,"otways","U095x2018","U095",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.62091303,143.45691,"Wet or Damp Forests",0,713893.326176058,5722426.33542043,NA,"North_2018"
"618",618,"otways","U095x2019","U095",1,1,0,0,"2019-06-19","2019-09-13",86,2019,-38.62091303,143.45691,"Wet or Damp Forests",0,713893.326176058,5722426.33542043,NA,"North_2019"
"619",619,"otways","U096x2017","U096",1,1,0,0,"2017-07-05","2017-08-31",57,2017,-38.62974596,143.464648,"Wet or Damp Forests",0,714540.732134325,5721427.92428354,NA,"North_2017"
"620",620,"otways","U096x2018","U096",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.62974596,143.464648,"Wet or Damp Forests",0,714540.732134325,5721427.92428354,NA,"North_2018"
"621",621,"otways","UND1x2018","UND1",0,0,0,0,"2018-07-11","2018-09-21",72,2018,-38.60676103,143.417604,"Dry Forests",0,710512.358239963,5724087.92762363,NA,"North_2018"
"622",622,"otways","UND1x2019","UND1",0,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.60676103,143.417604,"Dry Forests",0,710512.358239963,5724087.92762363,NA,"North_2019"
"623",623,"otways","UND10x2018","UND10",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.63822199,143.464519,"Wet or Damp Forests",1,714504.222077914,5720487.49735052,NA,"North_2018"
"624",624,"otways","UND10x2019","UND10",1,1,0,0,"2019-06-20","2019-09-13",85,2019,-38.63822199,143.464519,"Wet or Damp Forests",1,714504.222077914,5720487.49735052,NA,"North_2019"
"625",625,"otways","UND11x2018","UND11",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.63610104,143.468368,"Wet or Damp Forests",1,714845.609333614,5720713.88394543,NA,"North_2018"
"626",626,"otways","UND11x2019","UND11",1,1,0,0,"2019-06-20","2019-09-13",85,2019,-38.63610104,143.468368,"Wet or Damp Forests",1,714845.609333614,5720713.88394543,NA,"North_2019"
"627",627,"otways","UND2x2018","UND2",0,0,0,0,"2018-07-11","2018-09-21",72,2018,-38.60374798,143.419732,"Dry Forests",0,710706.495153536,5724417.44874237,NA,"North_2018"
"628",628,"otways","UND2x2019","UND2",0,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.60374798,143.419732,"Dry Forests",0,710706.495153536,5724417.44874237,NA,"North_2019"
"629",629,"otways","UND3x2018","UND3",1,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.60136601,143.43067,"Wet or Damp Forests",0,711666.088147789,5724656.64098614,NA,"North_2018"
"630",630,"otways","UND3x2019","UND3",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60136601,143.43067,"Wet or Damp Forests",0,711666.088147789,5724656.64098614,NA,"North_2019"
"631",631,"otways","UND4x2018","UND4",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.60210102,143.436607,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712180.994143037,5724561.35446532,NA,"North_2018"
"632",632,"otways","UND4x2019","UND4",0,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60210102,143.436607,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712180.994143037,5724561.35446532,NA,"North_2019"
"633",633,"otways","UND5x2018","UND5",0,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.60305798,143.444823,"Wet or Damp Forests",0,712893.715276216,5724436.11602446,NA,"North_2018"
"634",634,"otways","UND5x2019","UND5",0,1,0,0,"2019-06-19","2019-09-13",86,2019,-38.60305798,143.444823,"Wet or Damp Forests",0,712893.715276216,5724436.11602446,NA,"North_2019"
"635",635,"otways","UND6x2018","UND6",1,0,0,0,"2018-07-09","2018-09-17",70,2018,-38.60863496,143.446724,"Wet or Damp Forests",0,713042.773081148,5723812.73619987,NA,"North_2018"
"636",636,"otways","UND6x2019","UND6",1,0,0,0,"2019-06-19","2019-09-13",86,2019,-38.60863496,143.446724,"Wet or Damp Forests",0,713042.773081148,5723812.73619987,NA,"North_2019"
"637",637,"otways","UND8x2018","UND8",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.63357004,143.45652,"Wet or Damp Forests",0,713821.74823865,5721022.48505195,NA,"North_2018"
"638",638,"otways","UND8x2019","UND8",1,1,0,0,"2019-06-20","2019-09-13",85,2019,-38.63357004,143.45652,"Wet or Damp Forests",0,713821.74823865,5721022.48505195,NA,"North_2019"
"639",639,"otways","UND9x2018","UND9",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.63610699,143.460699,"Wet or Damp Forests",1,714177.993991564,5720731.16430732,NA,"North_2018"
"640",640,"otways","UND9x2019","UND9",1,1,0,0,"2019-06-20","2019-09-13",85,2019,-38.63610699,143.460699,"Wet or Damp Forests",1,714177.993991564,5720731.16430732,NA,"North_2019"
"641",641,"otways","UNE2x2018","UNE2",0,0,0,1,"2018-07-11","2018-09-18",69,2018,-38.614768,143.39256,"Dry Forests",0,708308.20228914,5723256.43056462,NA,"North_2018"
"642",642,"otways","UNE2x2019","UNE2",0,1,0,1,"2019-06-16","2019-09-12",88,2019,-38.614768,143.39256,"Dry Forests",0,708308.20228914,5723256.43056462,NA,"North_2019"
"643",643,"otways","UNE3x2018","UNE3",0,1,0,0,"2018-07-11","2018-09-18",69,2018,-38.62393504,143.404838,"Wet or Damp Forests",0,709350.65727641,5722211.07113698,NA,"North_2018"
"644",644,"otways","UNE3x2019","UNE3",0,1,0,0,"2019-06-16","2019-09-12",88,2019,-38.62393504,143.404838,"Wet or Damp Forests",0,709350.65727641,5722211.07113698,NA,"North_2019"
"645",645,"otways","UNE4x2018","UNE4",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.62963197,143.408766,"Wet or Damp Forests",0,709676.046807407,5721569.82007924,NA,"North_2018"
"646",646,"otways","UNE4x2019","UNE4",1,0,0,0,"2019-06-16","2019-09-12",88,2019,-38.62963197,143.408766,"Wet or Damp Forests",0,709676.046807407,5721569.82007924,NA,"North_2019"
"647",647,"otways","UNE5x2018","UNE5",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.63577104,143.409742,"Wet or Damp Forests",0,709743.114481508,5720886.23788341,NA,"North_2018"
"648",648,"otways","UNE5x2019","UNE5",0,0,0,0,"2019-06-15","2019-09-12",89,2019,-38.63577104,143.409742,"Wet or Damp Forests",0,709743.114481508,5720886.23788341,NA,"North_2019"
"649",649,"otways","UNE6x2018","UNE6",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.64414498,143.430237,"Wet or Damp Forests",0,711502.59895191,5719909.76675059,NA,"North_2018"
"650",650,"otways","UNE6x2019","UNE6",0,1,0,0,"2019-06-15","2019-09-12",89,2019,-38.64414498,143.430237,"Wet or Damp Forests",0,711502.59895191,5719909.76675059,NA,"North_2019"
"651",651,"otways","UNE7x2018","UNE7",0,1,0,0,"2018-07-12","2018-09-18",68,2018,-38.64714604,143.435752,"Wet or Damp Forests",0,711973.783285237,5719563.95216378,NA,"North_2018"
"652",652,"otways","UNE7x2019","UNE7",1,1,0,0,"2019-06-15","2019-09-12",89,2019,-38.64714604,143.435752,"Wet or Damp Forests",0,711973.783285237,5719563.95216378,NA,"North_2019"
"653",653,"otways","UNH1x2018","UNH1",0,1,0,0,"2018-07-09","2018-09-17",70,2018,-38.61724603,143.367512,"Heathy Woodlands",0,706120.023634704,5723037.98178889,NA,"North_2018"
"654",654,"otways","UNH1x2019","UNH1",1,0,1,0,"2019-06-13","2019-09-10",89,2019,-38.61724603,143.367512,"Heathy Woodlands",0,706120.023634704,5723037.98178889,NA,"North_2019"
"655",655,"otways","UNH2x2018","UNH2",1,0,0,0,"2018-07-09","2018-09-13",66,2018,-38.62327898,143.369209,"Heathy Woodlands",0,706250.495515586,5722364.60061792,NA,"North_2018"
"656",656,"otways","UNH2x2019","UNH2",0,0,0,0,"2019-06-13","2019-07-03",20,2019,-38.62327898,143.369209,"Heathy Woodlands",0,706250.495515586,5722364.60061792,NA,"North_2019"
"657",657,"otways","UNH3x2018","UNH3",0,0,0,0,"2018-07-09","2018-09-13",66,2018,-38.62885304,143.370733,"Heathy Woodlands",0,706367.195554844,5721742.53503338,NA,"North_2018"
"658",658,"otways","UNH3x2019","UNH3",0,0,0,0,"2019-06-13","2019-07-03",20,2019,-38.62885304,143.370733,"Heathy Woodlands",0,706367.195554844,5721742.53503338,NA,"North_2019"
"659",659,"otways","UNH4x2018","UNH4",1,0,0,0,"2018-07-09","2018-09-13",66,2018,-38.633821,143.364951,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705849.604817844,5721204.15955618,NA,"North_2018"
"660",660,"otways","UNH4x2019","UNH4",0,0,0,0,"2019-06-13","2019-07-03",20,2019,-38.633821,143.364951,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705849.604817844,5721204.15955618,NA,"North_2019"
"661",661,"otways","UNH5x2018","UNH5",0,0,0,0,"2018-07-09","2018-09-13",66,2018,-38.636742,143.365785,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705913.844411292,5720878.09946608,NA,"North_2018"
"662",662,"otways","UNH5x2019","UNH5",0,0,0,0,"2019-06-13","2019-07-03",20,2019,-38.636742,143.365785,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705913.844411292,5720878.09946608,NA,"North_2019"
"663",663,"otways","UNL1x2018","UNL1",0,0,0,0,"2018-07-12","2018-09-19",69,2018,-38.59428498,143.430989,"Dry Forests",0,711714.68537786,5725441.7986991,NA,"North_2018"
"664",664,"otways","UNL1x2019","UNL1",1,1,0,0,"2019-06-18","2019-09-15",89,2019,-38.59428498,143.430989,"Dry Forests",0,711714.68537786,5725441.7986991,NA,"North_2019"
"665",665,"otways","UNL2x2018","UNL2",0,1,0,0,"2018-07-12","2018-09-19",69,2018,-38.59605499,143.425257,"Dry Forests",0,711210.228713969,5725258.55957583,NA,"North_2018"
"666",666,"otways","UNL2x2019","UNL2",1,1,0,0,"2019-06-18","2019-09-15",89,2019,-38.59605499,143.425257,"Dry Forests",0,711210.228713969,5725258.55957583,NA,"North_2019"
"667",667,"otways","UNL3x2018","UNL3",0,1,0,0,"2018-07-12","2018-09-19",69,2018,-38.59872303,143.421091,"Wet or Damp Forests",0,710839.56210181,5724972.02461992,NA,"North_2018"
"668",668,"otways","UNL3x2019","UNL3",1,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.59872303,143.421091,"Wet or Damp Forests",0,710839.56210181,5724972.02461992,NA,"North_2019"
"669",669,"otways","UNM1x2018","UNM1",1,1,0,0,"2018-07-09","2018-09-12",65,2018,-38.64153997,143.361808,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705553.935540438,5720354.5188552,NA,"North_2018"
"670",670,"otways","UNM1x2019","UNM1",1,1,0,0,"2019-06-14","2019-09-10",88,2019,-38.64153997,143.361808,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,705553.935540438,5720354.5188552,NA,"North_2019"
"671",671,"otways","UNM2x2018","UNM2",1,0,0,0,"2018-07-09","2018-09-12",65,2018,-38.64146998,143.3688,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,706162.744021806,5720346.58867747,NA,"North_2018"
"672",672,"otways","UNM2x2019","UNM2",1,0,0,0,"2019-06-14","2019-07-03",19,2019,-38.64146998,143.3688,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,706162.744021806,5720346.58867747,NA,"North_2019"
"673",673,"otways","UNM3x2018","UNM3",0,0,0,0,"2018-07-10","2018-09-12",64,2018,-38.645702,143.382682,"Wet or Damp Forests",0,707358.879813956,5719845.59055996,NA,"North_2018"
"674",674,"otways","UNM3x2019","UNM3",1,0,0,0,"2019-06-14","2019-07-03",19,2019,-38.645702,143.382682,"Wet or Damp Forests",0,707358.879813956,5719845.59055996,NA,"North_2019"
"675",675,"otways","UNM5x2018","UNM5",1,1,0,0,"2018-07-10","2018-09-12",64,2018,-38.65121998,143.412375,"Wet or Damp Forests",0,709927.21114894,5719165.59391151,NA,"North_2018"
"676",676,"otways","UNM5x2019","UNM5",0,1,0,0,"2019-06-15","2019-07-03",18,2019,-38.65121998,143.412375,"Wet or Damp Forests",0,709927.21114894,5719165.59391151,NA,"North_2019"
"677",677,"otways","UNM6x2018","UNM6",1,1,0,0,"2018-07-09","2018-09-12",65,2018,-38.65197502,143.418928,"Wet or Damp Forests",0,710495.323627022,5719066.7675184,NA,"North_2018"
"678",678,"otways","UNM6x2019","UNM6",1,1,0,0,"2019-06-15","2019-07-03",18,2019,-38.65197502,143.418928,"Wet or Damp Forests",0,710495.323627022,5719066.7675184,NA,"North_2019"
"679",679,"otways","UNM7x2018","UNM7",1,0,0,0,"2018-07-09","2018-09-12",65,2018,-38.64397198,143.371261,"Wet or Damp Forests",0,706369.777645967,5720063.36687324,NA,"North_2018"
"680",680,"otways","UNM7x2019","UNM7",1,0,0,0,"2019-06-14","2019-07-03",19,2019,-38.64397198,143.371261,"Wet or Damp Forests",0,706369.777645967,5720063.36687324,NA,"North_2019"
"681",681,"otways","UNMOO1x2018","UNMOO1",0,1,0,0,"2018-07-11","2018-09-21",72,2018,-38.61368599,143.416601,"Wet or Damp Forests",0,710404.770024001,5723321.65673853,NA,"North_2018"
"682",682,"otways","UNMOO1x2019","UNMOO1",0,1,0,0,"2019-06-19","2019-09-11",84,2019,-38.61368599,143.416601,"Wet or Damp Forests",0,710404.770024001,5723321.65673853,NA,"North_2019"
"683",683,"otways","UNMOO2x2018","UNMOO2",1,0,1,0,"2018-07-11","2018-09-21",72,2018,-38.620031,143.419669,"Wet or Damp Forests",0,710653.353368111,5722610.4097204,NA,"North_2018"
"684",684,"otways","UNMOO2x2019","UNMOO2",1,1,0,0,"2019-06-20","2019-09-11",83,2019,-38.620031,143.419669,"Wet or Damp Forests",0,710653.353368111,5722610.4097204,NA,"North_2019"
"685",685,"otways","UNMOO3x2018","UNMOO3",0,0,0,0,"2018-07-11","2018-09-21",72,2018,-38.63122797,143.424566,"Wet or Damp Forests",0,711046.890488151,5721356.44481563,NA,"North_2018"
"686",686,"otways","UNMOO3x2019","UNMOO3",0,0,0,1,"2019-06-19","2019-09-11",84,2019,-38.63122797,143.424566,"Wet or Damp Forests",0,711046.890488151,5721356.44481563,NA,"North_2019"
"687",687,"otways","UNMOO4x2018","UNMOO4",0,1,0,0,"2018-07-12","2018-09-21",71,2018,-38.63875802,143.438693,"Rainforests",0,712254.520315437,5720488.10573588,NA,"North_2018"
"688",688,"otways","UNMOO4x2019","UNMOO4",0,0,0,0,"2019-06-19","2019-09-11",84,2019,-38.63875802,143.438693,"Rainforests",0,712254.520315437,5720488.10573588,NA,"North_2019"
"689",689,"otways","UNMOO6x2018","UNMOO6",0,1,0,0,"2018-07-12","2018-09-21",71,2018,-38.64316203,143.442159,"Wet or Damp Forests",0,712543.210877266,5719991.29041122,NA,"North_2018"
"690",690,"otways","UNMOO6x2019","UNMOO6",0,1,0,0,"2019-06-19","2019-09-15",88,2019,-38.64316203,143.442159,"Wet or Damp Forests",0,712543.210877266,5719991.29041122,NA,"North_2019"
"691",691,"otways","UNMOR1x2018","UNMOR1",1,1,0,0,"2018-07-09","2018-09-12",65,2018,-38.64776496,143.369727,"Wet or Damp Forests",0,706225.377930742,5719645.8530987,NA,"North_2018"
"692",692,"otways","UNMOR1x2019","UNMOR1",1,1,0,0,"2019-06-14","2019-07-03",19,2019,-38.64776496,143.369727,"Wet or Damp Forests",0,706225.377930742,5719645.8530987,NA,"North_2019"
"693",693,"otways","UNT1x2018","UNT1",1,1,0,0,"2018-07-11","2018-09-19",70,2018,-38.59145098,143.437415,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712282.752425321,5725741.48984118,NA,"North_2018"
"694",694,"otways","UNT1x2019","UNT1",0,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.59145098,143.437415,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,712282.752425321,5725741.48984118,NA,"North_2019"
"695",695,"otways","T-001x2017","T-001",0,0,0,0,"2017-06-29","2017-08-29",61,2017,-38.67542197,143.51029,"Wet or Damp Forests",0,718375.483713355,5716250.66712385,NA,"South_2017"
"696",696,"otways","T-002x2017","T-002",1,1,0,0,"2017-06-29","2017-08-29",61,2017,-38.67750403,143.507452,"Wet or Damp Forests",0,718122.241264878,5716026.34351763,NA,"South_2017"
"697",697,"otways","T-011x2017","T-011",0,0,0,0,"2017-06-29","2017-08-29",61,2017,-38.67574702,143.511189,"Wet or Damp Forests",0,718452.711966733,5716212.44705771,NA,"South_2017"
"698",698,"otways","T-012x2017","T-012",0,0,0,0,"2017-06-29","2017-08-29",61,2017,-38.67759196,143.511797,"Wet or Damp Forests",0,718499.996979417,5716006.23001014,NA,"South_2017"
"699",699,"otways","T001x2017","T001",1,1,0,0,"2017-06-28","2017-08-28",61,2017,-38.68486896,143.444316,"Wet or Damp Forests",0,712607.512421166,5715357.35889686,NA,"South_2017"
"700",700,"otways","T001x2018","T001",1,1,0,0,"2018-07-02","2018-09-11",71,2018,-38.68486896,143.444316,"Wet or Damp Forests",2,712607.512421166,5715357.35889686,NA,"South_2018"
"701",701,"otways","T001x2019","T001",1,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.68486896,143.444316,"Wet or Damp Forests",2,712607.512421166,5715357.35889686,NA,"South_2019"
"702",702,"otways","T002x2017","T002",0,1,0,0,"2017-06-28","2017-08-28",61,2017,-38.69129998,143.446482,"Wet or Damp Forests",0,712776.874877638,5714638.56670316,NA,"South_2017"
"703",703,"otways","T002x2018","T002",0,0,0,0,"2018-07-02","2018-09-11",71,2018,-38.69129998,143.446482,"Wet or Damp Forests",5,712776.874877638,5714638.56670316,NA,"South_2018"
"704",704,"otways","T002x2019","T002",0,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.69129998,143.446482,"Wet or Damp Forests",5,712776.874877638,5714638.56670316,NA,"South_2019"
"705",705,"otways","T003x2017","T003",0,1,0,0,"2017-06-28","2017-08-28",61,2017,-38.69720998,143.445682,"Wet or Damp Forests",0,712689.772929314,5713984.4886254,NA,"South_2017"
"706",706,"otways","T003x2018","T003",1,1,0,0,"2018-07-02","2018-09-11",71,2018,-38.69720998,143.445682,"Wet or Damp Forests",4,712689.772929314,5713984.4886254,NA,"South_2018"
"707",707,"otways","T003x2019","T003",0,1,0,0,"2019-06-18","2019-09-13",87,2019,-38.69720998,143.445682,"Wet or Damp Forests",4,712689.772929314,5713984.4886254,NA,"South_2019"
"708",708,"otways","T004x2018","T004",0,0,1,0,"2018-07-02","2018-09-11",71,2018,-38.70311402,143.444741,"Wet or Damp Forests",4,712590.435105023,5713331.39843519,NA,"South_2018"
"709",709,"otways","T004x2019","T004",0,1,1,0,"2019-06-18","2019-09-13",87,2019,-38.70311402,143.444741,"Wet or Damp Forests",4,712590.435105023,5713331.39843519,NA,"South_2019"
